start	end	recomb
1280001	1290000	14.13209497874993
1290001	1300000	9.260747968091177
1300001	1310000	14.981813520216004
1310001	1320000	14.981813520216004
1320001	1330000	9.173475037261644
1330001	1340000	2.461387862789205
1340001	1350000	8.13423769277405
1350001	1360000	8.706581310996
1360001	1370000	1.820603845432928
1370001	1380000	1.0646129941993214
1380001	1390000	1.3319313743091752
1390001	1400000	1.1998942808125816
1400001	1410000	2.6857562382684
1410001	1420000	2.7126937201963184
1420001	1430000	3.1335171132228
1430001	1440000	3.9445741286487115
1440001	1450000	1.5524354590972882
1450001	1460000	0.6023762690413152
1460001	1470000	0.9734985948913556
1470001	1480000	1.7881302403885528
1480001	1490000	2.0277040218173568
1490001	1500000	2.187033967929524
1500001	1510000	4.762956281150719
1510001	1520000	8.445302377245302
1520001	1530000	13.539777277528833
1530001	1540000	4.3456920207721685
1540001	1550000	3.825545514396
1550001	1560000	8.245085681323552
1560001	1570000	6.479328239131375
1570001	1580000	12.174337495394717
1580001	1590000	7.870602804396001
1590001	1600000	7.870602804396001
1600001	1610000	3.28280840937668
1610001	1620000	1.2231894437591941
1620001	1630000	2.1270029338588996
1630001	1640000	2.5772071043175546
1640001	1650000	2.7128990149438965
1650001	1660000	4.078918960768385
1660001	1670000	6.697014442626631
1670001	1680000	1.7627614990952751
1680001	1690000	1.1116500864226182
1690001	1700000	1.3093550822246534
1700001	1710000	0.8488687558308
1710001	1720000	0.8488687558308
1720001	1730000	0.5379237128280789
1730001	1740000	0.7157695198204516
1740001	1750000	0.35869473193449586
1750001	1760000	0.19601332992135798
1760001	1770000	0.16488190347074755
1770001	1780000	0.1865657264752946
1780001	1790000	2.51924676042249
1790001	1800000	0.6440829336259428
1800001	1810000	0.17515758003313853
1810001	1820000	0.3385873233080069
1820001	1830000	0.49210096460148706
1830001	1840000	0.14182260064156416
1840001	1850000	0.11185392418308
1850001	1860000	0.17397080391085928
1860001	1870000	0.6173913863271927
1870001	1880000	0.40254320385031345
1880001	1890000	2.1477238730440646
1890001	1900000	7.210731298079667
1900001	1910000	8.411431526893665
1910001	1920000	3.9087933866994278
1920001	1930000	9.069013627865015
1930001	1940000	3.370742868875899
1940001	1950000	6.763830316010696
1950001	1960000	7.799183240523269
1960001	1970000	7.226521012015778
1970001	1980000	4.972584590295535
1980001	1990000	2.9436142379444314
1990001	2000000	1.5579758527156904
2000001	2010000	2.5787684745883057
2010001	2020000	7.430245640946716
2020001	2030000	8.479712288111386
2030001	2040000	6.014554716160612
2040001	2050000	2.6369303257088164
2050001	2060000	5.057130073830176
2060001	2070000	13.646717600507264
2070001	2080000	9.21976061608936
2080001	2090000	5.29929247133415
2090001	2100000	4.542140163340161
2100001	2110000	2.3764117138703007
2110001	2120000	5.748927049185757
2120001	2130000	6.79468529785296
2130001	2140000	0.40904697998424
2140001	2150000	0.40904697998424
2150001	2160000	0.40904697998424
2160001	2170000	0.4344590869883237
2170001	2180000	0.51331237669128
2180001	2190000	0.6343253374841352
2190001	2200000	1.7222250404872048
2200001	2210000	2.9828871290897196
2210001	2220000	0.5151003135870925
2220001	2230000	0.22174729701027263
2230001	2240000	3.6711074254176825
2240001	2250000	0.37554493746134454
2250001	2260000	0.5285420373437588
2260001	2270000	1.5754052964236067
2270001	2280000	1.0816701259801749
2280001	2290000	0.7184929846221311
2290001	2300000	4.610850303613913
2300001	2310000	2.591250561627842
2310001	2320000	2.239030812225089
2320001	2330000	2.611002015460393
2330001	2340000	3.147611419599912
2340001	2350000	3.782213927645675
2350001	2360000	5.031020582769085
2360001	2370000	1.8549159629943286
2370001	2380000	0.6501812857273632
2380001	2390000	1.882789873527535
2390001	2400000	3.7112194885072993
2400001	2410000	3.504988304769207
2410001	2420000	6.306523348555396
2420001	2430000	4.036134610941753
2430001	2440000	5.10480039280521
2440001	2450000	8.607972182618376
2450001	2460000	6.0569904737368265
2460001	2470000	7.085064285295623
2470001	2480000	6.359130397293937
2480001	2490000	4.0230747120081825
2490001	2500000	4.850019257327208
2500001	2510000	3.5955646796363423
2510001	2520000	5.791180773790598
2520001	2530000	1.9664985609146053
2530001	2540000	1.1285473877424725
2540001	2550000	2.2782773867667965
2550001	2560000	3.4037759393221236
2560001	2570000	1.7179627981116
2570001	2580000	3.528646636734618
2580001	2590000	5.575337244906231
2590001	2600000	1.65901225817061
2600001	2610000	2.5700136656772004
2610001	2620000	2.5700136656772004
2620001	2630000	2.5700136656772004
2630001	2640000	1.0200665278866452
2640001	2650000	1.277206290426467
2650001	2660000	7.182321221135393
2660001	2670000	2.0976620838388773
2670001	2680000	0.45843864396458944
2680001	2690000	0.41500697602478187
2690001	2700000	0.40685613920210845
2700001	2710000	0.724415070925111
2710001	2720000	0.9186910182676425
2720001	2730000	0.9495119504353784
2730001	2740000	6.419066604434625
2740001	2750000	1.321887960891378
2750001	2760000	3.1275919618451318
2760001	2770000	1.3242978226488
2770001	2780000	0.7348337462493357
2780001	2790000	1.0756343406675566
2790001	2800000	1.1214280146403854
2800001	2810000	1.3902344030528622
2810001	2820000	0.9358878269554263
2820001	2830000	1.1718997882002478
2830001	2840000	0.7685238140376297
2840001	2850000	0.25370008474845007
2850001	2860000	0.7918071244269901
2860001	2870000	0.30442475582946515
2870001	2880000	0.16753886995761857
2880001	2890000	0.12099724763297474
2890001	2900000	0.25561112622112475
2900001	2910000	0.12086062285662755
2910001	2920000	0.044413342430925026
2920001	2930000	0.0174653755203477
2930001	2940000	0.046695602014788
2940001	2950000	1.7208061117583295
2950001	2960000	0.738333609240032
2960001	2970000	0.0034942822893936
2970001	2980000	0.0034942822893936
2980001	2990000	0.0034942822893936
2990001	3000000	0.0067813493350851175
3000001	3010000	0.009882344629956
3010001	3020000	3.161668769848034
3020001	3030000	3.9334808352274058
3030001	3040000	0.0049574064782352
3040001	3050000	0.0049574064782352
3050001	3060000	0.21782136459716997
3060001	3070000	0.0013016455018248
3070001	3080000	0.0013016455018248
3080001	3090000	0.0013016455018248
3090001	3100000	0.0013016455018248
3100001	3110000	0.00829663873375413
3110001	3120000	0.009773433824735915
3120001	3130000	6.715873783344e-4
3130001	3140000	6.715873783344e-4
3140001	3150000	6.715873783344e-4
3150001	3160000	6.715873783344e-4
3160001	3170000	6.715873783344e-4
3170001	3180000	0.005746287066815634
3180001	3190000	0.016590607449239524
3190001	3200000	0.016589588957748
3200001	3210000	0.016589588957748
3210001	3220000	0.010412450617507984
3220001	3230000	0.0044292837984528
3230001	3240000	0.0044292837984528
3240001	3250000	0.01255391039735177
3250001	3260000	7.690462919748e-4
3260001	3270000	0.33566974361751445
3270001	3280000	0.0034338761005296
3280001	3290000	0.0034338761005296
3290001	3300000	0.0034338761005296
3300001	3310000	0.0034338761005296
3310001	3320000	0.0034338761005296
3320001	3330000	0.0034338761005296
3330001	3340000	0.0034338761005296
3340001	3350000	0.0034338761005296
3350001	3360000	0.0034338761005296
3360001	3370000	0.003584368066768521
3370001	3380000	0.010873815947795075
3380001	3390000	0.01095131843646
3390001	3400000	0.01095131843646
3400001	3410000	0.005224807579227445
3410001	3420000	0.0030439325777736
3420001	3430000	0.0030439325777736
3430001	3440000	0.0053522250393162165
3440001	3450000	0.008565813317304
3450001	3460000	0.008586453033356884
3460001	3470000	0.00859709509368
3470001	3480000	1.6551420163912063
3480001	3490000	6.3955052459760005
3490001	3500000	1.1414800179499218
3500001	3510000	0.0014134508853204
3510001	3520000	0.0014134508853204
3520001	3530000	0.0014918712622053675
3530001	3540000	0.006682428219529018
3540001	3550000	0.007337194583088
3550001	3560000	0.007337194583088
3560001	3570000	0.007337194583088
3570001	3580000	0.007337194583088
3580001	3590000	0.03792595637294751
3590001	3600000	0.039932266225908
3600001	3610000	0.0031095711507171495
3610001	3620000	0.0014183588881656
3620001	3630000	0.0014183588881656
3630001	3640000	0.0014183588881656
3640001	3650000	0.0014183588881656
3650001	3660000	0.011421303007181752
3660001	3670000	0.01852992576006731
3670001	3680000	0.00598398808434
3680001	3690000	0.12068456222349506
3690001	3700000	0.03635967162738
3700001	3710000	0.03635967162738
3710001	3720000	0.0985081553877767
3720001	3730000	0.6548139922208783
3730001	3740000	0.2045459869827441
3740001	3750000	0.6109528377344515
3750001	3760000	0.06877679559086419
3760001	3770000	0.1227396655530413
3770001	3780000	0.11106037444419949
3780001	3790000	0.2509892798974208
3790001	3800000	0.5209100340450127
3800001	3810000	0.5246529418219542
3810001	3820000	0.6041697568344
3820001	3830000	2.533488291783616
3830001	3840000	1.2268312488025281
3840001	3850000	0.17895872791932002
3850001	3860000	0.37302786820219447
3860001	3870000	6.63510916378306
3870001	3880000	0.047403217370052
3880001	3890000	1.3418206221799904
3890001	3900000	0.6857676141332283
3900001	3910000	1.5411967932743815
3910001	3920000	1.7932876210156865
3920001	3930000	1.0176285459696002
3930001	3940000	0.7422227075340119
3940001	3950000	0.20312235851754637
3950001	3960000	0.5033134046459143
3960001	3970000	0.8799887299152002
3970001	3980000	1.3808496986296552
3980001	3990000	1.4152115612267684
3990001	4000000	1.010088909213306
4000001	4010000	0.21553650056813065
4010001	4020000	0.539978749171501
4020001	4030000	0.18304197718403106
4030001	4040000	0.25721703607823554
4040001	4050000	0.5746145171599422
4050001	4060000	0.8260959225026415
4060001	4070000	0.7908821314683558
4070001	4080000	1.1906491297872
4080001	4090000	1.1906491297872
4090001	4100000	1.590819037385775
4100001	4110000	2.4237983281680004
4110001	4120000	1.850428419584015
4120001	4130000	9.961814877621807
4130001	4140000	0.2073476745629477
4140001	4150000	0.744219542514446
4150001	4160000	0.7444523436516001
4160001	4170000	0.7444523436516001
4170001	4180000	0.7442953253144217
4180001	4190000	0.6961007696113419
4190001	4200000	0.19974787264929758
4200001	4210000	0.5230344427757584
4210001	4220000	1.3915155233946088
4220001	4230000	2.8097711903276776
4230001	4240000	4.192301341669389
4240001	4250000	0.6599344285307722
4250001	4260000	0.82384333473
4260001	4270000	0.7047516305278275
4270001	4280000	0.09050680851132
4280001	4290000	0.09050680851132
4290001	4300000	0.191071579702537
4300001	4310000	0.21775891744500003
4310001	4320000	0.21775891744500003
4320001	4330000	0.2060116698051566
4330001	4340000	0.10596701261963123
4340001	4350000	0.10582999358503561
4350001	4360000	0.10591285685329177
4360001	4370000	0.1059265669008
4370001	4380000	1.1195913504451613
4380001	4390000	0.037346047575320014
4390001	4400000	0.023265012168192
4400001	4410000	0.02326238611699933
4410001	4420000	0.023260866469876625
4420001	4430000	0.023260697440416
4430001	4440000	0.023260697440416
4440001	4450000	0.023260697440416
4450001	4460000	0.023260697440416
4460001	4470000	0.023260697440416
4470001	4480000	0.12634534796512512
4480001	4490000	10.893721922815992
4490001	4500000	0.3752313851151924
4500001	4510000	0.665399020472234
4510001	4520000	3.1346729878036874
4520001	4530000	0.035110498846029584
4530001	4540000	0.03459838293256571
4540001	4550000	0.002657477744341109
4550001	4560000	6.029292725988e-4
4560001	4570000	0.00487552949742088
4570001	4580000	0.38228580684025193
4580001	4590000	0.5821646451768001
4590001	4600000	0.5821646451768001
4600001	4610000	0.8315484030032567
4610001	4620000	1.1524889519226307
4620001	4630000	0.7588478153307985
4630001	4640000	1.427948435368695
4640001	4650000	1.9189869063453844
4650001	4660000	1.6551171800629159
4660001	4670000	3.0471395800942878
4670001	4680000	1.5417372974430403
4680001	4690000	1.1406522216828
4690001	4700000	0.998147372078465
4700001	4710000	2.112060109297528
4710001	4720000	3.5082605134131546
4720001	4730000	0.9512522478824824
4730001	4740000	2.2038071593410367
4740001	4750000	2.6798015525790833
4750001	4760000	2.9553727901712
4760001	4770000	4.994521173289222
4770001	4780000	0.8756326174276943
4780001	4790000	2.1252622076357293
4790001	4800000	6.174028392328028
4800001	4810000	1.5838822268880095
4810001	4820000	0.8349730509797478
4820001	4830000	0.9111537035899947
4830001	4840000	1.5336683645628584
4840001	4850000	4.709864170715773
4850001	4860000	4.446956340935147
4860001	4870000	3.691254665993037
4870001	4880000	5.41498335888
4880001	4890000	5.41498335888
4890001	4900000	4.247864580839116
4900001	4910000	2.3071007283375247
4910001	4920000	5.236157567723465
4920001	4930000	5.2889393737236
4930001	4940000	5.2889393737236
4940001	4950000	5.2889393737236
4950001	4960000	4.666269906574559
4960001	4970000	5.006128916072
4970001	4980000	6.512002895928001
4980001	4990000	6.512002895928001
4990001	5000000	4.2348117472722135
5000001	5010000	1.537302918652279
5010001	5020000	0.4026328561485698
5020001	5030000	0.11437056790221387
5030001	5040000	1.035172502013409
5040001	5050000	1.7390962214968497
5050001	5060000	5.484616922090853
5060001	5070000	1.0872907589729859
5070001	5080000	0.8794116027146978
5080001	5090000	4.331717539778466
5090001	5100000	7.534113985616998
5100001	5110000	7.867093069987521
5110001	5120000	1.046804767551332
5120001	5130000	6.985667375539121
5130001	5140000	1.1873411790168213
5140001	5150000	10.030329152014065
5150001	5160000	19.890795387936638
5160001	5170000	1.38325658214625
5170001	5180000	3.6625260380904905
5180001	5190000	0.8317177129212
5190001	5200000	1.8659126184328676
5200001	5210000	2.8126631689800003
5210001	5220000	2.8123447582503607
5220001	5230000	0.7894510975280085
5230001	5240000	1.3512648712488
5240001	5250000	1.3512648712488
5250001	5260000	1.503043289754395
5260001	5270000	3.416127570297836
5270001	5280000	1.1202973101959823
5280001	5290000	0.0044763143312112
5290001	5300000	0.0044763143312112
5300001	5310000	1.7668969255108322
5310001	5320000	2.875766062704
5320001	5330000	2.854589589122371
5330001	5340000	1.2572725123784256
5340001	5350000	1.3665960267034012
5350001	5360000	1.4672771143260002
5360001	5370000	2.489140603361762
5370001	5380000	3.863928870476211
5380001	5390000	1.4739150101916216
5390001	5400000	1.0747320059624967
5400001	5410000	0.7707796087317303
5410001	5420000	0.07509244353156001
5420001	5430000	1.137736688931566
5430001	5440000	4.292091683945745
5440001	5450000	3.276678880131083
5450001	5460000	2.4091282537296
5460001	5470000	2.579301591835122
5470001	5480000	1.4625582227631266
5480001	5490000	1.325838115743902
5490001	5500000	0.5443523950946311
5500001	5510000	3.2159925149582613
5510001	5520000	3.833431812022679
5520001	5530000	2.5658164009714524
5530001	5540000	3.6034650818924665
5540001	5550000	6.332406688553194
5550001	5560000	3.296660778180684
5560001	5570000	3.8071951767208314
5570001	5580000	4.057522096285319
5580001	5590000	2.2021165249499735
5590001	5600000	5.285750924732375
5600001	5610000	5.3705955968843995
5610001	5620000	5.3705955968843995
5620001	5630000	2.6943664123806714
5630001	5640000	3.164996331541867
5640001	5650000	0.21959684154078493
5650001	5660000	0.2985984543257667
5660001	5670000	1.0594997829010353
5670001	5680000	1.648926021079568
5680001	5690000	0.4621848756136771
5690001	5700000	3.5941342265662732
5700001	5710000	0.8110070195964001
5710001	5720000	2.499171590363482
5720001	5730000	0.8475355588821031
5730001	5740000	1.18115616668669
5740001	5750000	0.8001864584458668
5750001	5760000	4.2821780677868775
5760001	5770000	2.0876674662166934
5770001	5780000	1.5159423518166881
5780001	5790000	4.935600091073247
5790001	5800000	2.2849311122899945
5800001	5810000	3.657744737226333
5810001	5820000	1.9445277297691554
5820001	5830000	3.666953089017263
5830001	5840000	0.2838970853825464
5840001	5850000	0.11979662673582289
5850001	5860000	0.6722937877232855
5860001	5870000	1.4830675482819902
5870001	5880000	1.7487088589656177
5880001	5890000	1.3226609567774283
5890001	5900000	0.16250900399061413
5900001	5910000	0.5256435301846867
5910001	5920000	9.492423147907932
5920001	5930000	12.21605720232227
5930001	5940000	0.9645573943248
5940001	5950000	1.5613007226123006
5950001	5960000	2.2891788215568
5960001	5970000	1.33534210728863
5970001	5980000	0.6148382588879959
5980001	5990000	0.28830212758413215
5990001	6000000	0.19253704624921783
6000001	6010000	1.2531576546585097
6010001	6020000	0.1979817280411842
6020001	6030000	0.17857040241948
6030001	6040000	0.36610194591995066
6040001	6050000	0.08391492619713246
6050001	6060000	0.26555510458000475
6060001	6070000	0.15569901531552133
6070001	6080000	0.3662100697619696
6080001	6090000	0.7478144491096418
6090001	6100000	0.7605714654794724
6100001	6110000	1.0581888165085485
6110001	6120000	0.32862203148833646
6120001	6130000	0.12214375165026628
6130001	6140000	0.32051526561877025
6140001	6150000	0.36253421455896
6150001	6160000	1.026754979417598
6160001	6170000	0.12500845049016002
6170001	6180000	0.5844642974606923
6180001	6190000	0.22922015008643018
6190001	6200000	0.22414866630478292
6200001	6210000	0.7500705075414515
6210001	6220000	0.8240590711188001
6220001	6230000	2.661242182523348
6230001	6240000	1.882785204452707
6240001	6250000	1.7103372934185177
6250001	6260000	0.7464561652549657
6260001	6270000	1.0304283369325702
6270001	6280000	0.5684574917722343
6280001	6290000	0.7508557448494062
6290001	6300000	2.0135320007209963
6300001	6310000	0.7974499577728764
6310001	6320000	1.2261847750275452
6320001	6330000	1.997518590532518
6330001	6340000	1.1217509195904765
6340001	6350000	2.7226910113313156
6350001	6360000	3.6594138244061685
6360001	6370000	1.1389821707005896
6370001	6380000	1.390690696302
6380001	6390000	0.854795530624798
6390001	6400000	0.5519076166476001
6400001	6410000	2.8407467537094444
6410001	6420000	3.3589935663471335
6420001	6430000	1.5330956060242427
6430001	6440000	1.3882197433926726
6440001	6450000	0.7314632623450457
6450001	6460000	0.19200538603200001
6460001	6470000	0.8538556707322739
6470001	6480000	0.20781433502424634
6480001	6490000	0.14534394565864675
6490001	6500000	1.386024154684177
6500001	6510000	0.23914543359278756
6510001	6520000	0.09259491222725666
6520001	6530000	0.13266854921431975
6530001	6540000	0.04213123316677538
6540001	6550000	0.09690306505926918
6550001	6560000	0.18641666287811504
6560001	6570000	0.34481153709730644
6570001	6580000	0.03743035929769004
6580001	6590000	0.03907627908612704
6590001	6600000	0.019217778313764818
6600001	6610000	0.11702870621519643
6610001	6620000	0.5930313738605865
6620001	6630000	0.007668843010806451
6630001	6640000	0.09369090142888153
6640001	6650000	5.178393752343554
6650001	6660000	0.04999813513747121
6660001	6670000	0.032733383801330215
6670001	6680000	0.17722233044679067
6680001	6690000	0.47854482828707856
6690001	6700000	0.6208353928692
6700001	6710000	4.511575412201275
6710001	6720000	0.3315224597799316
6720001	6730000	0.7143869203174178
6730001	6740000	1.8467574222252
6740001	6750000	1.2780695293831417
6750001	6760000	1.4724488333329577
6760001	6770000	2.095873147544223
6770001	6780000	2.3603788100116536
6780001	6790000	1.9392662644246346
6790001	6800000	3.0574200284758764
6800001	6810000	3.0578475748512
6810001	6820000	2.39931544902784
6820001	6830000	1.9454229354652424
6830001	6840000	2.643237130938489
6840001	6850000	1.8107979362055922
6850001	6860000	0.8623734697589073
6860001	6870000	1.4844210077316478
6870001	6880000	1.8897605783693392
6880001	6890000	0.96702987691303
6890001	6900000	0.3370364701863079
6900001	6910000	1.7099244494781531
6910001	6920000	1.052261427944494
6920001	6930000	1.5302182057584002
6930001	6940000	1.5302182057584002
6940001	6950000	1.3508935705860876
6950001	6960000	2.3397525019752994
6960001	6970000	2.887566926769106
6970001	6980000	2.4163552167260365
6980001	6990000	1.1991190434255754
6990001	7000000	1.3851424870935771
7000001	7010000	6.553512401184406
7010001	7020000	1.9493805504822443
7020001	7030000	2.2011903200921896
7030001	7040000	1.986303641959251
7040001	7050000	0.5926713557256212
7050001	7060000	1.5021344042138773
7060001	7070000	0.8047514307247171
7070001	7080000	1.3599467636874387
7080001	7090000	1.377051389834332
7090001	7100000	4.4257773685866315
7100001	7110000	3.537911570786867
7110001	7120000	0.9889768216176349
7120001	7130000	1.942582078786369
7130001	7140000	2.5614449776724943
7140001	7150000	1.8798600676568018
7150001	7160000	1.986345923055506
7160001	7170000	0.39924786537441453
7170001	7180000	2.8698160638877375
7180001	7190000	1.937759649397662
7190001	7200000	1.7824934028962203
7200001	7210000	0.37986508129940383
7210001	7220000	0.8861097186965465
7220001	7230000	0.50742277327704
7230001	7240000	1.7815618968559948
7240001	7250000	2.6947539558360583
7250001	7260000	2.396145054475701
7260001	7270000	2.83881802401018
7270001	7280000	7.869414593087453
7280001	7290000	1.2575850065375616
7290001	7300000	3.078506955275924
7300001	7310000	3.078827938662
7310001	7320000	7.390204298402583
7320001	7330000	3.110082740438552
7330001	7340000	0.7704673184434285
7340001	7350000	0.9346971481618811
7350001	7360000	1.4204574746744625
7360001	7370000	5.64851941822282
7370001	7380000	1.7985751645749197
7380001	7390000	0.8650119818853729
7390001	7400000	1.7844883754244054
7400001	7410000	1.5076198190316
7410001	7420000	3.0409721998992567
7420001	7430000	2.6048772647757663
7430001	7440000	3.7286259417276
7440001	7450000	4.434415681735415
7450001	7460000	3.3999869557322295
7460001	7470000	2.3812274063509165
7470001	7480000	2.4625769440548
7480001	7490000	2.4625769440548
7490001	7500000	2.4625769440548
7500001	7510000	2.4625769440548
7510001	7520000	1.515853937651092
7520001	7530000	2.339749814978616
7530001	7540000	1.7597927560425248
7540001	7550000	1.6613054917575352
7550001	7560000	2.6237107440936285
7560001	7570000	1.5374449864577335
7570001	7580000	1.9969638829272005
7580001	7590000	1.9969638829272005
7590001	7600000	1.9969638829272005
7600001	7610000	1.9969638829272005
7610001	7620000	1.1456153315839166
7620001	7630000	0.46950286868735125
7630001	7640000	1.0662786225855387
7640001	7650000	1.6356593657844
7650001	7660000	1.4978726386426224
7660001	7670000	2.2803687730737647
7670001	7680000	1.7314710296215519
7680001	7690000	0.9513403184878415
7690001	7700000	1.4183575770276968
7700001	7710000	7.107248053650388
7710001	7720000	4.083653743473419
7720001	7730000	4.1201020935435055
7730001	7740000	3.154967067626459
7740001	7750000	3.2181319721866335
7750001	7760000	2.6278310178756006
7760001	7770000	8.815174169318476
7770001	7780000	3.240715586363963
7780001	7790000	3.307595792339438
7790001	7800000	2.2334176097327854
7800001	7810000	2.48146305226467
7810001	7820000	1.5156851681528023
7820001	7830000	1.4880289841766363
7830001	7840000	1.5401420796432002
7840001	7850000	1.5401420796432002
7850001	7860000	1.5401420796432002
7860001	7870000	1.5401420796432002
7870001	7880000	1.5401420796432002
7880001	7890000	1.0826441423364657
7890001	7900000	0.5330251079993221
7900001	7910000	0.37852028096904
7910001	7920000	0.6089728788948388
7920001	7930000	0.48329382187186287
7930001	7940000	0.008659114967540463
7940001	7950000	0.05636937863680747
7950001	7960000	0.2164904435703121
7960001	7970000	0.5057006837654109
7970001	7980000	0.7603090868834136
7980001	7990000	0.577185932572801
7990001	8000000	0.23149695022366382
8000001	8010000	0.026195551758386598
8010001	8020000	1.1499600856583652
8020001	8030000	0.297124655500402
8030001	8040000	0.6006101064192
8040001	8050000	0.6006101064192
8050001	8060000	2.998490058999247
8060001	8070000	1.2948943066011982
8070001	8080000	0.7629131550773747
8080001	8090000	2.8987419881112
8090001	8100000	1.7777804904673882
8100001	8110000	3.9331655148675284
8110001	8120000	3.1585045528536964
8120001	8130000	2.9495786662892227
8130001	8140000	1.2952309675506506
8140001	8150000	1.3624831634664
8150001	8160000	1.236338728211336
8160001	8170000	3.437867616902054
8170001	8180000	3.094313982056948
8180001	8190000	2.7063156734176177
8190001	8200000	1.7589037522283026
8200001	8210000	1.2429349648408958
8210001	8220000	1.1652972078421844
8220001	8230000	0.6947251060332
8230001	8240000	1.9293286934364686
8240001	8250000	1.6494858154792418
8250001	8260000	1.4248831691587318
8260001	8270000	1.5062918590837588
8270001	8280000	0.7172369937942521
8280001	8290000	3.5020998302151742
8290001	8300000	5.1761707040607465
8300001	8310000	1.5686164190642238
8310001	8320000	0.9913013990051702
8320001	8330000	1.0152215690930906
8330001	8340000	0.18870609945072367
8340001	8350000	0.15911963010022212
8350001	8360000	0.37067490907466927
8360001	8370000	0.39072017375568
8370001	8380000	0.39072017375568
8380001	8390000	0.935273011686404
8390001	8400000	0.19474041710869022
8400001	8410000	0.032195364969788004
8410001	8420000	0.8942273315760001
8420001	8430000	0.8942273315760001
8430001	8440000	0.8942273315760001
8440001	8450000	3.5727017477807856
8450001	8460000	0.08235197301468002
8460001	8470000	0.08235197301468002
8470001	8480000	0.26365160945833926
8480001	8490000	0.34672282634324264
8490001	8500000	0.45831520661435765
8500001	8510000	1.2515536643159149
8510001	8520000	2.8304955192708516
8520001	8530000	1.5146589441837244
